1,5
2,6
3,2
4,13
5,1
6,8
7,5
8,8
9,12
10,7
11,10
12,11
13,0
14,13
15,8
16,5
17,13
18,10
19,16
20,11
21,8
22,16
23,3
24,5
25,15
26,9
27,6
28,10
29,8
30,15
31,2
32,16
33,7
34,16
35,3
36,8
37,3
38,9
39,8
40,10
41,1
42,2
43,11
44,5
45,4
46,9
47,5
48,6
49,3
50,13
51,14
52,11
53,7
54,7
55,8
56,9
57,11
58,10
59,13
60,11
61,12
62,12
63,10
64,6
65,6
66,12
67,14
68,11
69,4
70,3
71,7
72,12
73,6
74,15
75,10
76,10
77,17
78,12
79,7
80,10
81,14
82,11
83,1
84,5
85,0
86,6
87,7
88,1
89,8
90,13
91,16
92,1
93,10
94,3
95,13
96,11
97,7
98,7
99,10
100,5
101,14
102,8
103,15
104,14
105,1
106,9
107,10
108,13
109,8
110,7
111,14
112,3
113,0
114,11
115,15
116,9
117,6
118,1
119,13
120,17
121,12
122,11
123,4
124,8
125,14
126,14
127,11
128,4
129,19
130,10
131,7
132,9
133,15
134,8
135,5
136,2
137,3
138,4
139,6
140,10
141,4
142,4
143,0
144,12
145,3
146,1
147,6
148,4
149,9
150,7
151,7
152,7
153,1
154,16
155,9
156,7
157,7
158,14
159,6
160,8
161,12
162,14
163,4
164,9
165,11
166,17
167,0
168,2
169,7
170,10
171,7
172,7
173,7
174,0
175,0
176,8
177,3
178,9
179,9
180,6
181,8
182,8
183,0
184,7
185,8
186,4
187,10
188,5
189,9
190,3
191,7
192,4
193,9
194,8
195,10
196,14
197,9
198,1
199,9
200,7
201,3
202,8
203,10
204,8
205,13
206,8
207,10
208,11
209,9
210,14
211,4
212,4
213,13
214,16
215,18
216,7
217,0
218,0
219,6
220,4
221,7
222,8
223,10
224,7
225,8
226,15
227,2
228,6
229,6
230,16
231,5
232,2
233,17
234,22
235,4
236,14
237,2
238,7
239,10
240,3
241,8
242,9
243,7
244,8
245,12
246,0
247,4
248,4
249,3
250,3
251,7
252,12
253,8
254,10
255,14
256,15
257,10
258,4
259,10
260,13
261,10
262,9
263,15
264,7
265,12
266,12
267,11
268,12
269,17
270,6
271,0
272,4
273,8
274,7
275,10
276,8
277,7
278,10
279,8
280,6
281,5
282,9
283,6
284,7
285,4
286,2
287,7
288,13
289,14
290,12
291,8
292,14
293,1
294,1
295,12
296,3
297,6
298,12
299,7
300,10
301,11
302,0
303,6
304,2
305,7
306,3
307,8
308,5
309,6
310,1
311,7
312,5
313,8
314,3
315,10
316,7
317,13
318,4
319,7
320,10
321,13
322,6
323,8
324,9
325,6
326,12
327,4
328,1
329,7
330,2
331,11
332,7
333,6
334,11
335,4
336,9
337,12
338,9
339,9
340,5
341,8
342,5
343,10
344,7
345,8
346,3
347,3
348,9
349,5
350,4
351,7
352,4
353,3
354,7
355,4
356,5
357,12
358,8
359,6
360,14
361,11
362,15
363,9
364,13
365,5
366,2
367,7
368,7
369,5
370,10
371,10
372,3
373,5
374,14
375,13
376,11
377,5
378,8
379,16
380,12
381,8
382,9
383,10
384,8
385,11
386,3
387,11
388,3
389,12
390,7
391,8
392,10
393,14
394,9
395,9
396,7
397,8
398,5
399,14
400,3
401,8
402,8
403,6
404,1
405,6
406,13
407,5
408,12
409,9
410,9
411,4
412,11
413,6
414,9
415,12
416,13
417,16
418,7
419,1
420,2
421,1
422,5
423,11
424,9
425,0
426,6
427,12
428,6
429,5
430,0
431,8
432,5
433,8
434,6
435,0
436,6
437,13
438,1
439,6
440,14
441,4
442,2
443,11
444,12
445,15
446,1
